Product_Name,Material,Category,Region,Size(cm),Weight(g),Description_Keywords,Price(INR),Image_URL
Kolhapuri Chappal,Wool,Kids Toy,Chhattisgarh,43x10x8,3090,"minimal design, tribal, artisan made",10288,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Stone Carved Ganesha,Stone,Bags,Tamil Nadu,56x81x22,686,"embroidery, cultural, tribal",7627,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Stone Carved Ganesha,Paper Mache,Festive Item,Madhya Pradesh,73x67x40,102,"vibrant, tribal, embroidery",6020,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Bandhani Dupatta,Quartz,Home Decor,Tamil Nadu,43x42x19,937,"eco-friendly, durable, classic finish",183,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bandhani+Dupatta
Woolen Shawl,Silk,Spiritual Item,Kerala,100x87x37,245,"embroidery, boho style, natural dyes",2030,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Palm Leaf Box,Marble,Clothing,Chhattisgarh,64x26x17,4127,"traditional, lacquered, sustainable",1205,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Palm+Leaf+Box
Wooden Spice Box,Clay,Footwear,Gujarat,25x41x13,3434,"handcrafted, hand-painted, artisan made",2622,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Spice+Box
Zari Work Blouse,Jute,Furniture Miniature,Haryana,60x51x54,416,"natural dyes, boho style, embroidery",7780,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Stone Carved Ganesha,Cotton Rope,Spiritual Item,Rajasthan,32x56x57,1023,"unique design, eco-friendly, minimal design",12640,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Clay Water Bottle,Bamboo,Festive Item,West Bengal,86x42x18,4661,"lacquered, heritage craft, handcrafted",12557,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Madhubani Painting,Stone,Wall Art,Maharashtra,34x27x13,4394,"traditional, embroidery, artisan made",6761,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Madhubani+Painting
Woolen Shawl,Wood,Stationery,Goa,61x99x24,717,"premium, lacquered, traditional",12559,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Clay Water Bottle,Copper,Kids Toy,Haryana,21x50x42,2593,"tribal, woven, minimal design",2573,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Bamboo Pen Stand,Wood,Wall Art,Chhattisgarh,18x90x6,3195,"unique design, boho style, hand-painted",7194,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Pen+Stand
Kolhapuri Chappal,Bamboo,Spiritual Item,Punjab,31x39x60,2595,"classic finish, durable, handcrafted",9907,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Sheesham Wood Bowl,Canvas,Kids Toy,Odisha,33x55x8,1808,"handcrafted, heritage craft, tribal",11519,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Sheesham+Wood+Bowl
Banarasi Silk Saree,Palm Leaf,Bags,Kerala,75x11x41,4435,"natural dyes, premium, sustainable",5763,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Banarasi+Silk+Saree
Copper Mug,Bamboo,Accessories,Rajasthan,53x98x37,155,"unique design, vibrant, minimal design",14629,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Mug
Channapatna Toy,Wood,Kitchenware,Bihar,73x93x34,1117,"tribal, artisan made, sustainable",10926,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Channapatna+Toy
Cane Chair Miniature,Marble,Furniture Miniature,Odisha,64x61x5,3463,"classic finish, premium, minimal design",934,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Kalamkari Saree,Cotton,Wall Art,Karnataka,30x56x14,3274,"heritage craft, handcrafted, minimal design",8612,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Jute Table Mat,Bamboo,Accessories,West Bengal,89x13x19,3977,"boho style, hand-painted, natural dyes",11078,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Table+Mat
Warli Art Canvas,Pashmina Wool,Jewellery,Gujarat,48x80x9,4374,"handcrafted, woven, minimal design",13126,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Warli+Art+Canvas
Jute Handbag,Silk,Footwear,Uttar Pradesh,29x42x42,3531,"classic finish, cultural, sustainable",4503,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Brass Puja Thali,Handmade Paper,Decor,Bihar,48x22x17,2655,"embroidery, natural dyes, heritage craft",12557,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Puja+Thali
Pashmina Shawl,Stone,Jewellery,Rajasthan,10x46x24,277,"minimal design, premium, unique design",4437,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Pashmina+Shawl
Terracotta Jewellery,Jute,Decor,Delhi,46x39x32,4304,"minimal design, traditional, lacquered",5979,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Jewellery
Dhokra Figurine,Marble,Spiritual Item,Haryana,34x23x7,1006,"tribal, hand-painted, embroidery",1841,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Handcrafted Wind Chime,Wood,Wall Art,Uttar Pradesh,47x68x54,187,"artisan made, heritage craft, cultural",3175,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Block Print Bedsheet,Brass,Clothing,Punjab,30x100x15,2185,"hand-painted, cultural, artisan made",14402,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Block+Print+Bedsheet
Lippan Art Frame,Paper Mache,Wall Art,Chhattisgarh,11x96x15,3649,"hand-painted, sustainable, classic finish",892,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Lippan+Art+Frame
Sheesham Wood Bowl,Copper,Spiritual Item,Tamil Nadu,65x97x52,1886,"lacquered, eco-friendly, handcrafted",14815,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Sheesham+Wood+Bowl
Phulkari Dupatta,Canvas,Clothing,Maharashtra,96x59x10,2161,"boho style, durable, tribal",1138,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Terracotta Pot,Cotton,Spiritual Item,West Bengal,17x49x8,2579,"artisan made, premium, tribal",1437,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Block Print Bedsheet,Cotton Rope,Furniture Miniature,Goa,67x81x30,4767,"heritage craft, vibrant, hand-painted",726,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Block+Print+Bedsheet
Brass Idol,Cane,Bags,Uttar Pradesh,69x80x12,4965,"artisan made, embroidery, durable",1267,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Idol
Clay Diya Set,Bamboo,Bags,Karnataka,18x43x11,4422,"tribal, artisan made, eco-friendly",6890,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Phulkari Dupatta,Stone,Wall Art,Madhya Pradesh,24x56x16,1574,"tribal, eco-friendly, traditional",13319,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Terracotta Jewellery,Canvas,Bags,Kashmir,29x75x25,4973,"lacquered, boho style, unique design",4501,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Jewellery
Handloom Scarf,Silk,Home Decor,Kerala,43x34x11,2762,"classic finish, embroidery, tribal",8105,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Scarf
Woolen Shawl,Paper Mache,Spiritual Item,Uttar Pradesh,60x61x29,3293,"handcrafted, minimal design, durable",14515,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Wood Carved Elephant,Palm Leaf,Stationery,Odisha,69x96x45,2904,"tribal, eco-friendly, boho style",11800,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wood+Carved+Elephant
Cane Chair Miniature,Cane,Stationery,Odisha,59x67x30,4913,"hand-painted, traditional, natural dyes",8850,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Woolen Muffler,Organic Cotton,Bags,Bihar,85x35x21,1435,"artisan made, lacquered, durable",4995,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Muffler
Blue Pottery Plate,Silk,Wall Art,Goa,97x29x19,324,"traditional, embroidery, woven",2069,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Jute Handbag,Clay,Decor,Gujarat,80x25x60,4031,"lacquered, traditional, woven",2312,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Kalamkari Saree,Clay,Footwear,Uttar Pradesh,92x90x51,4332,"vibrant, minimal design, boho style",4107,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Handloom Kurta,Jute,Furniture Miniature,Madhya Pradesh,10x75x32,1352,"tribal, artisan made, durable",3368,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Kurta
Copper Bottle,Pashmina Wool,Kids Toy,Karnataka,69x28x55,4087,"durable, natural dyes, embroidery",14366,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Bottle
Wooden Keychain,Silk,Jewellery,Assam,11x28x10,4379,"eco-friendly, traditional, lacquered",13522,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Jute Table Mat,Organic Cotton,Bags,Bihar,75x96x55,1151,"hand-painted, heritage craft, classic finish",12582,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Table+Mat
Brass Puja Thali,Cotton,Footwear,Maharashtra,53x52x24,4637,"unique design, natural dyes, tribal",8663,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Puja+Thali
Paper Mache Box,Palm Leaf,Decor,West Bengal,42x37x55,924,"natural dyes, vibrant, cultural",11308,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Handwoven Basket,Leather,Festive Item,Odisha,53x26x37,831,"heritage craft, tribal, cultural",14652,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Handcrafted Wind Chime,Copper,Stationery,Odisha,31x39x14,3041,"hand-painted, premium, vibrant",11913,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Dhokra Figurine,Pashmina Wool,Stationery,Chhattisgarh,74x89x13,4145,"traditional, hand-painted, cultural",8744,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Stone Carved Ganesha,Canvas,Festive Item,Madhya Pradesh,43x97x45,3744,"woven, vibrant, unique design",2140,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Terracotta Jewellery,Cotton Rope,Clothing,Haryana,49x39x26,1329,"boho style, unique design, embroidery",1716,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Jewellery
Handwoven Carpet,Quartz,Home Decor,Gujarat,40x13x39,3008,"lacquered, sustainable, classic finish",6127,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Carpet
Handmade Diary,Brass,Spiritual Item,Kashmir,84x86x25,4264,"eco-friendly, natural dyes, durable",2627,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Tribal Art Mask,Handmade Paper,Footwear,Maharashtra,73x22x5,3635,"cultural, heritage craft, vibrant",12931,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Tribal Art Mask,Handmade Paper,Clothing,Bihar,38x78x12,4221,"premium, boho style, handcrafted",2185,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Tribal Art Mask,Jute,Home Decor,Haryana,62x26x40,1209,"artisan made, unique design, heritage craft",383,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Kalamkari Saree,Pashmina Wool,Footwear,Punjab,100x29x58,3329,"unique design, hand-painted, durable",10296,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Blue Pottery Plate,Cotton Rope,Furniture Miniature,Assam,66x68x17,2152,"durable, embroidery, boho style",14751,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Blue Pottery Plate,Brass,Spiritual Item,Gujarat,70x87x6,2989,"cultural, natural dyes, lacquered",8802,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Handloom Kurta,Marble,Home Decor,Punjab,94x88x27,1470,"vibrant, tribal, natural dyes",6258,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Kurta
Wooden Keychain,Marble,Decor,Chhattisgarh,57x53x23,1944,"vibrant, minimal design, handcrafted",4853,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Wood Carved Elephant,Silk,Clothing,Uttar Pradesh,52x21x46,2411,"eco-friendly, woven, cultural",8333,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wood+Carved+Elephant
Rattan Lamp,Organic Cotton,Wall Art,Gujarat,56x25x48,2505,"sustainable, natural dyes, traditional",5976,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Zari Work Blouse,Cotton,Bags,Bihar,11x45x20,3353,"traditional, artisan made, cultural",11475,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Rattan Lamp,Stone,Footwear,Bihar,86x84x42,3421,"classic finish, natural dyes, minimal design",8011,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Clay Water Bottle,Marble,Accessories,Punjab,14x15x59,4164,"embroidery, tribal, premium",5334,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Clay Water Bottle,Cotton,Stationery,Maharashtra,46x100x50,4107,"durable, minimal design, natural dyes",9053,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Stone Carved Ganesha,Canvas,Accessories,Madhya Pradesh,47x49x27,2598,"hand-painted, eco-friendly, cultural",11092,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Paper Mache Box,Wood,Spiritual Item,Haryana,20x43x14,1600,"unique design, cultural, tribal",13950,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Blue Pottery Plate,Handmade Paper,Home Decor,West Bengal,33x71x45,159,"cultural, traditional, artisan made",907,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Block Print Bedsheet,Marble,Festive Item,Gujarat,33x24x32,3056,"traditional, tribal, handcrafted",5134,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Block+Print+Bedsheet
Kalamkari Saree,Organic Cotton,Kids Toy,Assam,52x26x57,4178,"natural dyes, artisan made, embroidery",1258,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Terracotta Jewellery,Copper,Festive Item,Odisha,81x47x20,765,"cultural, heritage craft, classic finish",12063,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Jewellery
Woolen Shawl,Leather,Stationery,Goa,40x14x45,2559,"boho style, traditional, classic finish",1881,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Warli Art Canvas,Wood,Kitchenware,Gujarat,31x54x37,3332,"unique design, embroidery, natural dyes",13337,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Warli+Art+Canvas
Kalamkari Saree,Leather,Bags,Maharashtra,10x58x47,2899,"heritage craft, classic finish, artisan made",2765,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Wooden Keychain,Marble,Accessories,Karnataka,39x29x11,2674,"woven, vibrant, embroidery",195,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Zari Work Blouse,Palm Leaf,Spiritual Item,Bihar,40x97x41,3860,"eco-friendly, classic finish, cultural",6847,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Handloom Kurta,Canvas,Bags,Kerala,11x78x57,2946,"lacquered, traditional, embroidery",6880,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Kurta
Jute Handbag,Cane,Stationery,Bihar,52x68x43,1125,"minimal design, unique design, handcrafted",10598,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Terracotta Pot,Stone,Footwear,Chhattisgarh,65x38x6,3463,"sustainable, cultural, natural dyes",732,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Clay Diya Set,Marble,Home Decor,West Bengal,71x87x54,2302,"hand-painted, traditional, artisan made",10775,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Phulkari Dupatta,Cotton,Decor,Punjab,51x21x43,1005,"handcrafted, premium, minimal design",7744,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Lippan Art Frame,Copper,Jewellery,Uttar Pradesh,54x18x35,3468,"minimal design, handcrafted, unique design",6818,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Lippan+Art+Frame
Handloom Kurta,Marble,Footwear,Gujarat,27x84x27,3374,"classic finish, woven, tribal",2289,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Kurta
Banarasi Silk Saree,Canvas,Stationery,Karnataka,22x96x19,1883,"durable, hand-painted, unique design",5236,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Banarasi+Silk+Saree
Copper Mug,Quartz,Decor,Karnataka,75x43x55,4239,"tribal, lacquered, hand-painted",9382,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Mug
Cane Chair Miniature,Cotton Rope,Spiritual Item,Chhattisgarh,98x18x36,1214,"traditional, sustainable, cultural",8484,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Clay Diya Set,Cotton Rope,Accessories,Haryana,70x25x6,2429,"artisan made, durable, unique design",4636,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Woolen Muffler,Cotton,Stationery,Kashmir,64x29x34,2940,"premium, classic finish, woven",9271,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Muffler
Terracotta Planter,Organic Cotton,Home Decor,Kerala,72x11x25,2231,"boho style, vibrant, embroidery",10192,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Planter
Handmade Diary,Cotton,Kids Toy,West Bengal,49x42x25,1334,"tribal, sustainable, durable",11101,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Block Print Bedsheet,Canvas,Spiritual Item,Chhattisgarh,67x69x52,2974,"natural dyes, cultural, woven",6621,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Block+Print+Bedsheet
Lippan Art Frame,Wood,Stationery,Rajasthan,42x61x31,1343,"eco-friendly, traditional, boho style",104,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Lippan+Art+Frame
Handcrafted Wind Chime,Copper,Kitchenware,Rajasthan,21x25x9,2858,"vibrant, boho style, premium",1460,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Palm Leaf Box,Wood,Jewellery,Chhattisgarh,62x98x36,515,"unique design, traditional, handcrafted",8154,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Palm+Leaf+Box
Handmade Diary,Jute,Festive Item,West Bengal,81x43x56,3699,"artisan made, boho style, minimal design",9166,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Kalamkari Saree,Stone,Clothing,Odisha,72x96x38,2636,"premium, handcrafted, tribal",7185,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Hand-painted Kettle,Canvas,Jewellery,Rajasthan,14x96x44,213,"durable, handcrafted, lacquered",10428,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Hand-painted+Kettle
Clay Water Bottle,Leather,Accessories,Odisha,39x79x5,1833,"eco-friendly, minimal design, durable",5370,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Tribal Art Mask,Pashmina Wool,Accessories,Bihar,29x58x9,2289,"minimal design, embroidery, cultural",1868,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Macrame Wall Hanging,Cotton Rope,Clothing,Goa,57x39x42,799,"heritage craft, tribal, sustainable",8711,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Sheesham Wood Bowl,Handmade Paper,Stationery,Madhya Pradesh,33x48x39,4864,"natural dyes, embroidery, lacquered",4053,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Sheesham+Wood+Bowl
Palm Leaf Box,Clay,Accessories,Kerala,31x93x48,781,"natural dyes, durable, heritage craft",1321,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Palm+Leaf+Box
Kolhapuri Chappal,Leather,Furniture Miniature,Madhya Pradesh,20x14x24,2834,"minimal design, classic finish, embroidery",5621,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Bandhani Dupatta,Handmade Paper,Bags,Odisha,90x19x35,3009,"boho style, durable, lacquered",11651,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bandhani+Dupatta
Kalamkari Saree,Jute,Spiritual Item,Delhi,19x17x57,2067,"boho style, classic finish, artisan made",6082,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
